text,Lemma,Polarity,Analysis,Vader Sentiment,Vader Analysis,SWN analysis,Berta
"1 December,""Dear Anna, I plan to go through in today but I overslept which I thought was gonna happen anyway. And I thought I called coming on so instead I'm going to do some yoga and drink some warm drink today instead. I have taken on a lot recently and I'm not sure my mind and body are ready for it yet. So today I'm going to be kind to myself and I'm going to get on with some uni work and look after myself today. Anyway check back in later.Lots of love Anna (OMG I dream jacob's parents died in Ross. It was awful)How could I possibly explain?The feeling of terror in place of love.Imploding and exploding.The vulnerability is too painful,what's worse is I wanted to.Every ounce of me wanted to.I can't even let go.I was scared of you.Felt like a child.How do I differentiate between fear and devotion.When I was told they were the sameI saw his face in yours.I will not apologise.You couldn’t handle me I can, and more,I love every part of myself that was too much, for you.""",  December Dear Anna plan go today oversleep think gon na happen anyway think call come instead go yoga drink warm drink today instead take lot recently sure mind body ready yet today go kind go get uni work look today Anyway check back late Lots love Anna OMG dream jacob parent die Ross awful could possibly explain feeling terror place love Imploding explode vulnerability painful worse want Every ounce want even let go scar Felt like child differentiate fear devotion tell sameI saw face apologise handle love every part much,0.0857142857142857,Positive,0.9337,Positive,Positive,"[{'label': 'love', 'score': 0.9097232222557068}]"
"4 December,""Dear Anna, I let myself slip this weekend. Add a really good time but it's actually not really what I want at the moment. I don't want to be waking up tired on Monday because of the weekend. I won't be running in the mornings. I want to be ready for uni on Monday morning. Want to feel clean. I'm tired of waking up hungry. This week I will eat 3 meals a day. No excuses this week we're gonna smash it. I'm going to look after myself and focus see how I feel next Monday.Love you, Anna x""",  December Dear Anna let slip weekend Add really good time actually really want moment want wake tire Monday weekend run morning want ready uni Monday morning Want feel clean tire wake hungry week eat meal day excuse week gon na smash go look focus see feel next Monday Love Anna x,0.2738095238095238,Positive,0.9535,Positive,Positive,"[{'label': 'love', 'score': 0.9503528475761414}]"
"5 December,""Dear Anna, Feeling a bit better today, still a bit down. I went for a run this morning which felt good but it was hard work. I feel rushed in a bit stressed. I'm gonna go to uni now and then head to Jonny’s after. I’m trying to look after myself. Lots of love Anna""",  December Dear Anna Feeling bit well today still bit go run morning felt good hard work feel rush bit stressed gon na go uni head Jonny try look Lots love Anna,0.30277777777777776,Positive,0.8591,Positive,Negative,"[{'label': 'love', 'score': 0.8550451993942261}]"
"6 December,""Dear Anna, I had a great time at our Christmas party. Everyone's presents were so good. I got really annoyed at Jacob but Camo let let me talk to him about it which was really nice actually. The food was fantastic. We played a fun game as well. I feel a bit out of sorts today. I didn't really want to drink last night but I did anyway. Jacob was sick everywhere including on my bag. I feel totally unproductive today but I have work later and that will cheer me up. I had a good time at uni yesterday I really like my project even if it isn't exactly what they want. I just need to make sure I work on the other ones too.Keep trying to look after yourself. I know its hard.Lots of love, Anna Dear Anna, You have a place in this world, I know it's silly but you really did make a lot of people's night tonight. Earning 40 of  tips in six hours this mad. 5 really. Not that we are basing our self worth in over peoples opinions of us but you're very loveable kind and good hearted. Think about this when it's hard to get out of bed in the morning. A day as Anna Freer is a day worth spending. Keep chatting shit and making friends because their lives are better with you in it. I love you so so much. Keep fighting, take your meds, sleep well and tidy your fucking room.Youre killing it Lots of Love Anna""",  December Dear Anna great time Christmas party Everyone present good get really annoy Jacob Camo let let talk really nice actually food fantastic play fun game well feel bit sort today really want drink last night anyway Jacob sick everywhere include bag feel totally unproductive today work later cheer good time uni yesterday really like project even exactly want need make sure work one Keep try look know hard Lots love Anna Dear Anna place world know silly really make lot people night tonight Earning tip six hour mad really base self worth people opinion us loveable kind good hearted Think hard get bed morning day Anna Freer day worth spend Keep chat shit make friend life well love much Keep fight take med sleep well tidy fuck room Youre kill Lots Love Anna,0.14363945578231288,Positive,0.9924,Positive,Positive,"[{'label': 'admiration', 'score': 0.7653122544288635}]"
"7 December,""Dear Anna,I'm starting to enjoy my alone moments. I feel like socialising gives me energy and being alone soothes me. Keep saying: I belong here, my voice and opinion is important, I am clever and smart, I bring something unique to the table. I'm off to work soon and I'm absolutely shattered I'm glad I found some time for myself between uni and work. Lots of love Anna""",  December Dear Anna start enjoy alone moment feel like socialise give energy alone soothes Keep say belong voice opinion important clever smart bring something unique table work soon absolutely shatter glad find time uni work Lots love Anna,0.3444940476190476,Positive,0.9656,Positive,Positive,"[{'label': 'love', 'score': 0.7118364572525024}]"
"11 December,""Dear Anna,I've had a crazy weekend. On Friday I went to camos drag show I had so much fun and then Saturday I went to see the Liverpool palace game and I saw Trent. Then after I went straight to work and after that I went to Tropix in Clapham and drank Wray and Nephew till 2:00 AM. Sunday was my favourite. I went to see Paris and Amy, Tom was there and Ben. Emily join us we drank red wine and chatted shit. Then Zeus turned up And I have not laughed so hard in ages. We're planning a trip to Amsterdam, for a Jungle Boat Party! I'm so excited I want to keep sent it and focus on my mental health because this week is going to be a tough one. I love you always. Actually have a lot say still and I realise this entry is on the wrong page. Paris told me that she thinks me and Bailey will get married which seems bizarre but I want to look after myself and not live in a fairy tale. I want to be in love again. I miss the feeling path to be patient I guess and focus on what I want and believe. I need to grow. Early I really do want to be the best version of myself and that starts with self acceptation and self compassion. Turn all of myself and be proud to keep being who you are. the pieces will fall into place.Lots of Love Anna""",  December Dear Anna crazy weekend Friday go camos drag show much fun Saturday go see Liverpool palace game saw Trent go straight work go Tropix Clapham drank Wray Nephew till Sunday favourite go see Paris Amy Tom Ben Emily join us drink red wine chat shit Zeus turn laugh hard age plan trip Amsterdam Jungle Boat Party excited want keep sent focus mental health week go tough one love always Actually lot say still realise entry wrong page Paris tell think Bailey get married seem bizarre want look live fairy tale want love miss feeling path patient guess focus want believe need grow Early really want best version start self acceptation self compassion Turn proud keep piece fall place Lots Love Anna,0.1242003367003367,Positive,0.9857,Positive,Positive,"[{'label': 'excitement', 'score': 0.950169563293457}]"
"12 December,""Dear Anna, I had a line in today which was so needed. I didn't go for my run this morning but I will go at some point this week. I'm starting to get annoyed at Jass and Daniel for being so loud at night. I need to talk to Jass about it but he's always there.I’ll  Find time soon.I need to write a to do list today : washing food shop Christmas shopping Deep journal Emails Crochet Shower Tidy  Clean Dear Anna, I’ve lost touch with myself recently. Think I've been so busy and obviously the drink doesn't help. Had a great time over the weekend really the best in a while by Mori that is because I want to feel needed I like that people like having me around but I hate when they say every story I tell is about being drunk. I caught myself earlier being mean to myself about being so poor. I had to pay rent with my overdraft and it feels like maybe I won't be financially positive after winter Wonderland. When I get my loan in I need to portion it for my rent. I didn't do it in September because of my mental health but I'm in a better place now. I get tired really easily now. But I still do a lot. I want better energy levels I guess. I just wanted to everything but I also don't have the motivation. 3 hours a day is not too bad on my phone. I want to feel more confident. Not just in social moments. I feel as if I know how to act confidently. I am source of energy that glows, vibrant as a spring morning. I am warm and kind. Sweet, innocence. I'm lovable deserve true love.  One who travels oceans for me and I, them. I want some to solely have good intentions that is the love I deserve. I want someone to love me the way I'm learning to love myself. In spite of my imperfections, I really do love you Anna.""",  December Dear Anna line today needed go run morning go point week start get annoy Jass Daniel loud night need talk Jass always Find time soon need write list today wash food shop Christmas shopping Deep journal Emails Crochet Shower Tidy Clean Dear Anna lose touch recently Think busy obviously drink help great time weekend really best Mori want feel needed like people like around hate say every story tell drunk catch earlier mean poor pay rent overdraft feel like maybe financially positive winter Wonderland get loan need portion rent September mental health good place get tire really easily still lot want good energy level guess want everything also motivation hour day bad phone want feel confident social moment feel know act confidently source energy glow vibrant spring morning warm kind Sweet innocence lovable deserve true love One travel ocean want solely good intention love deserve want someone love way learn love spite imperfection really love Anna,0.25756493506493505,Positive,0.9973,Positive,Positive,"[{'label': 'admiration', 'score': 0.49927422404289246}]"
"14 December,""Dear Anna, I woke up at 2am today And  set so many alarms. I wanted to go for a run this morning but now I don't have time. I don't understand why my body needed to sleep that much maybe because I didn't have much planned for today. I'm going to realign and go charity shop shopping try to get some fresh air maybe I'll go for a walk in the park. I'm seeing Yaz tonight so I don't have loads of time to mill about but I'm going to make time for myself it's hard to not get annoyed at myself when stuff like this happens but it's OK really not the end of the world I just want to feel better for later on.Lots of LoveAnna""",  December Dear Anna wake today set many alarm want go run morning time understand body need sleep much maybe much plan today go realign go charity shop shop try get fresh air maybe go walk park see Yaz tonight load time mill go make time hard get annoy stuff like happen OK really end world want feel well later Lots LoveAnna,0.20104166666666665,Positive,0.8554,Positive,Positive,"[{'label': 'neutral', 'score': 0.9174931049346924}]"
"20 December,""Dear Anna, I decided to be naughty Anna for the next 10 days and in the new year I'll be good. I need to get something off my chest. I really fancy this guy from work. I can already feel that I'm going to look back at this and laugh. His energy infectious. He makes me laugh, keeps me on my toes. I just think he’s fit as fuck. I'm might ask him on a date. I wanna play mini golf.  It's so intrusive. I like him, I like the negging, I wanna know more. Anyway moving on, I slept with Fi again last night. It was good but I don't think I have feelings for her which is a shame I can't change that. My mind's been running a mile a minute recently. I think I need to make more time to process and reflect how I'm actually feeling. I do feel a big change coming soon and I need to be steering it. I love myself, always, flaws and allLove Anna""",  December Dear Anna decide naughty Anna next day new year good need get something chest really fancy guy work already feel go look back laugh energy infectious make laugh keep toe think fit fuck might ask date wan na play mini golf intrusive like like negging wan na know Anyway move sleep Fi last night good think feeling shame change mind run mile minute recently think need make time process reflect actually feel feel big change come soon need steer love always flaw allLove Anna,0.127020202020202,Positive,0.9741,Positive,Positive,"[{'label': 'love', 'score': 0.6522036194801331}]"
"27 December,""Dear Anna, Life has been really busy lately I need to make sure self-care and reflection is more integrated in my daily life , at the moment it feels like the first thing I forget. I also keep forgetting to take my meds. I think a more grounded routine in the new year will help with that. I'm really proud of myself and the way I've handled December. I haven't been perfect but I could have let December break me but I didn't. December help me move on from Jacob, make new friends and realise how important Phoenix and Camo are in my life. It also shown me how fragile I am. I don't mean that in a bad way I'm just reflecting but every night I went on I got with someone different and I think this is because I feel the need for love. I need to keep loving myself and practise being comfortable alone. All that I had fun and I don't regret anyone I got with, I need to be more safe about it. It’s definitely time for an STI text. I had a nice time at Christmas with my family. It was very quiet, Em + George’s mental health aren't so good at the moment and I definitely let it over shadow mine as per. I really need to tell mum and dad I want private therapy I don't know why it's so hard to ask for help. I need to do my year in review, I think it's going to be difficult to face 2023.First I’m gonna write 24 Goals for 2024 1. Learn to juggle 2. Run Hackney Half 3. Make Clothing 4. Work a festival 5. Paint a self portrait 6. Travel to a new country7. Find a football team8. Visit an exhibition every month9. Find a new hobby10. Write down memories11. Fall in love12.  Make a new bestie13. Find forgiveness 14. Therapy < do some 15. Find a new way to express self compassion16. Get a new tattoo 17. Make Jewellery 18. Cut down screen time 19. Go on lads holiday 20. Find perfect rave outfit 21.  22.  23.  24.  """,  December Dear Anna Life really busy lately need make sure self care reflection integrated daily life moment feel like first thing forget also keep forget take med think grounded routine new year help really proud way handled December perfect could let December break December help move Jacob make new friend realise important Phoenix Camo life also show fragile mean bad way reflect every night go get someone different think feel need love need keep love practise comfortable alone fun regret anyone get need safe definitely time STI text nice time Christmas family quiet Em George mental health good moment definitely let shadow mine per really need tell mum dad want private therapy know hard ask help need year review think go difficult face First gon na write Goals Learn juggle Run Hackney Half Make Clothing Work festival Paint self portrait Travel new country Find football team Visit exhibition every month Find new hobby Write memory Fall love Make new bestie Find forgiveness Therapy Find new way express self compassion Get new tattoo Make Jewellery Cut screen time Go lad holiday Find perfect rave outfit,0.18641347687400323,Positive,0.9959,Positive,Positive,"[{'label': 'neutral', 'score': 0.5719605684280396}]"
"28 December,""Dear Anna, I realised how much work I really need to do to get my mental health in a better place, I can feel the shift already but I think I'm gonna have to distance myself. Need to be able to say no. No, I wanna stay in. No, I can't get drunk. No I'm not smoking at the moment. I want to be consistent make a routine for myself I want to learn to be compassionate. Talk to myself as a best friend. For my inner dialogue to know who she is and what she wants. I want to imagine a future and to work towards that. Together me and you.Love always,Anna xx""",  December Dear Anna realise much work really need get mental health good place feel shift already think gon na distance Need able say wan na stay get drunk smoke moment want consistent make routine want learn compassionate Talk best friend inner dialogue know want want imagine future work towards Together Love always Anna xx,0.2125,Positive,0.9643,Positive,Positive,"[{'label': 'neutral', 'score': 0.4210435450077057}]"
"29 December,""Dear Anna, I can't believe it's nearly New Year's already. I need to look after myself in the run up, I woke up feeling 50%, half depressed, half fighting. So I'm going to fight to make my life easier.""",  December Dear Anna believe nearly New Year already need look run wake feel half depress half fight go fight make life easy,0.03393939393939395,Positive,-0.4404,Neutral,Positive,"[{'label': 'neutral', 'score': 0.5884829759597778}]"
"31 December,I love that Sunday is the last day of the year. No regrets and all but fuck 2023. I needed you but that doesn't mean I enjoyed you. There was some great times. I found true friends. I fell in love. I realised my past loams over me like a creepy man on the tube and I need to call him out. I'm already quite overwhelmed but I'm taking time to sort myself out.",  December love Sunday last day year regret fuck need mean enjoy great time find true friend fell love realise past loam like creepy man tube need call already quite overwhelmed take time sort,0.10874999999999999,Positive,0.9606,Positive,Positive,"[{'label': 'love', 'score': 0.8159497380256653}]"
"2 January,""Dear Anna, I'm writing this with Jonah’s Mums pen turns out she works from the corner from mine.  I still fancy him so much, The timing is all wrong though I know that. The last couple days have been absolutely mental. NYE was way better than I expected, because of my new mates. We just chatted absolute bollocks. I worked today too and I’m fucking exhausted. I’m resting tomorrow and doing good mental health exercises. I might go for a walk and organise myself better. I'm happy to start dry January today. FUCK 2023. 2024 – the year I look after me.Happy new year sunshine love you and your crazy, endlesslyAnna """,  January Dear Anna write Jonah Mums pen turn work corner mine still fancy much timing wrong though know last couple day absolutely mental NYE way good expect new mate chat absolute bollock work today fuck exhaust rest tomorrow good mental health exercise might go walk organise good happy start dry January today FUCK year look Happy new year sunshine love crazy endlesslyAnna,0.15033670033670032,Positive,0.8926,Positive,Positive,"[{'label': 'excitement', 'score': 0.8899357914924622}]"
"4 January,""Dear Anna, I'm really enjoying my alone time at the moment. I feel a bit bad for my mates but I feel like I'm healing. I'm really happy that I've made this much progress that I can sit and reflect on that. Cal’s waiting on a shag – on the phone to me. Nervous – hilarious. The lives of gay men, really took the Internet by story. I didn't have loads to talk about I went to uni today plan some stuff. Gonna have to work through the weekend but that's fine I don't really have plans anyway.Look after yourselfLots of love,Your Favourite Anna""",  January Dear Anna really enjoy alone time moment feel bit bad mate feel like heal really happy make much progress sit reflect Cal wait shag phone Nervous hilarious life gay men really take Internet story load talk go uni today plan stuff Gon na work weekend fine really plan anyway Look yourselfLots love Favourite Anna,0.29333333333333333,Positive,0.9452,Positive,Positive,"[{'label': 'joy', 'score': 0.6008991599082947}]"
"5 January,""Dear Anna, I've been meditating recently it keeps bringing me almost to tears… almost. I see beautiful glimmers. The colour so vibrant. I'm gonna keep practising. I like this soberness of January, knowing I won't wake up hungover. I'm reading the body keeps the score. Struggling to concentrate but unearthing another part of myself with every sentence. I know the process is slow but I'm proud of myself but I want to smoke so badly. If I start I won't stop. But I want it. The feeling will pass, slowly but surely. I love you, madly,Anna Declaration to myself: I will listen to myself and my needs and accommodate to them I will practise deep breathing I will sit with feelings even when uncomfortable. Accept and move on I will read the body keeps the score I will make time for myself I'll be proud of myself I would love myself, madly.""",  January Dear Anna meditate recently keep bring almost tear almost see beautiful glimmer colour vibrant gon na keep practising like soberness January know wake hungover read body keep score Struggling concentrate unearth another part every sentence know process slow proud want smoke badly start stop want feeling pass slowly surely love madly Anna Declaration listen need accommodate practise deep breathing sit feeling even uncomfortable Accept move read body keep score make time proud would love madly,0.06666666666666668,Positive,0.9639,Positive,Positive,"[{'label': 'love', 'score': 0.8676425218582153}]"
"6 January,""Dear Anna, if you need a film to watch to remind you of recovery and its truth - watch good grief. I feel the poetry returning. We art and love of life. Understanding my trauma comes in waves, breezes and breaths. Acknowledging the ones I love, loved and will love. The people who have, will and do you love me. I'm a maker, a doer, a drawer, a painter and being. I'm present and understanding. I take each breath as it comes. Deeper than the one prior. For you on your journey, wherever it takes us. I will be there,always, Anna to deny sorrow is to deny love""",  January Dear Anna need film watch remind recovery truth watch good grief feel poetry return art love life Understanding trauma come wave breeze breath Acknowledging one love love love people love maker doer drawer painter present understanding take breath come Deeper one prior journey wherever take us always Anna deny sorrow deny love,0.29,Positive,0.9674,Positive,Positive,"[{'label': 'love', 'score': 0.7890185117721558}]"
"7 January,""Dear Anna, I'm a bit annoyed today because I was really excited to see Camo but Jacob is there and I can't really be fucked to deal with it. He has a strange energy at the moment and it makes me feel uncomfortable. I just don't know where the boundaries stand. I also hate the feeling of walking on egg shells. I think I just wanted time to catch up with Camo feeling safe and like I can talk about anything. I'm still going just a bit later. I might drop my stuff off and going to see Amy. Anyway I'm proud I could see and understand those feelings.Lots of love,Anna""",  January Dear Anna bit annoyed today really excited see Camo Jacob really fuck deal strange energy moment make feel uncomfortable know boundary stand also hate feeling walk egg shell think want time catch Camo feel safe like talk anything still go bit later might drop stuff go see Amy Anyway proud could see understand feeling Lots love Anna,0.002499999999999991,Positive,0.6743,Positive,Positive,"[{'label': 'excitement', 'score': 0.9598835706710815}]"
"8 January,""Dear Anna,my dearest Anna, my head's a mess. It's been spinning around. I forgot to take my antidepressants again. I was productive today. Went to uni with Amy. But I don't feel very settled. I probably just need to meditate. I just feel a bit fuzzy. Tomorrow will be busy too. I want to go for a run but I feel tired and unfit. Although I know run will help with that. I'll be impressed if I manage it. I've been talking to other men I'm in love with in my head. Knowing how hard it is to fall in love, I wish I could focus on other things. I want to be alone but also I love to distract myself by people. To feel needed. But why is it so hard to feel loved? I had a lovely time with Camo last night he's a true friend. I love him for who he is, unapologetic. He's one of my favourite people to be around. Feels like a fight to work on my mental health. Like all the doors are locked, but I'm trying, god damn it. I’m fucking trying, It is tiring but I will keep at it. I love the world I live in too much not too. It's too much to lose it's a strange feeling almost like suffocating. I'm glad I'm getting this out. I feel the weights lifting off. It's hard to know what I need, to rest or to push. Feel so stuck in my own head. I want a therapist like Amy's, he seems so nice. I'm tired but I might meditate now. I won't feel rested when I wake up tomorrow. It's a new day and all that shite. Anyway future Anna,I love you, you’re who we are doing it for – present Anna.""",  January Dear Anna dear Anna head mess spin around forget take antidepressant productive today Went uni Amy feel settle probably need meditate feel bit fuzzy Tomorrow busy want go run feel tired unfit Although know run help impressed manage talk men love head Knowing hard fall love wish could focus thing want alone also love distract people feel needed hard feel loved lovely time Camo last night true friend love unapologetic one favourite people around Feels like fight work mental health Like door lock try god damn fuck try tire keep love world live much much lose strange feeling almost like suffocate glad get feel weight lift hard know need rest push Feel stuck head want therapist like Amy seem nice tired might meditate feel rest wake tomorrow new day shite Anyway future Anna love present Anna,0.17224025974025975,Positive,0.992,Positive,Positive,"[{'label': 'love', 'score': 0.9174512028694153}]"
"9 January,""Dear Anna,There's a lot flying around in my head today but I'm being productive even if it's not quite going right. I told phoenix that she can't stay around tonight so I can look after my mental health and she took it well. She also asked me to be good around Sydney this week. I'll be on my best behaviour. Feel a bit rushed and not resold but all things considered is quite calm. I'm going to uni now. The pub quiz later. I feel super stressed about money but it's really OK we have time.Love you lots,also your hair looks amazing today. Love, Anna""",  January Dear Anna lot fly around head today productive even quite go right tell phoenix stay around tonight look mental health take well also ask good around Sydney week best behaviour Feel bit rushed resold thing consider quite calm go uni pub quiz later feel super stress money really OK time Love lot also hair look amazing today Love Anna,0.4515873015873016,Positive,0.9851,Positive,Positive,"[{'label': 'admiration', 'score': 0.8900402784347534}]"
"10 January,""Dear Anna, Proud of you for telling Johnny. Feel like I'm hiding away from the conversations on my phone but I'm really busy with uni stuff and to be honest I'm not really in the mood to be social. I'm even feeling like saying phoenix might be too much. But I've been super productive today and I deserve a nice night at the pub. I'm tired today but I think it's the weather as well. Tomorrow is the creative stuff which is stressing me out. I'm not going to do anymore uni stuff now. Gonna meditate, eat, pub, bed.Love u lotsSuper proud So clever Lots of love Anna""",  January Dear Anna Proud tell Johnny Feel like hide away conversation phone really busy uni stuff honest really mood social even feel like say phoenix might much super productive today deserve nice night pub tired today think weather well Tomorrow creative stuff stress go anymore uni stuff Gon na meditate eat pub bed Love u lotsSuper proud clever Lots love Anna,0.3641025641025642,Positive,0.9859,Positive,Positive,"[{'label': 'admiration', 'score': 0.4846588373184204}]"
"11 January,""Dear Anna,So proud of you today, you absolutely smashed it. Keep up tomorrow. I'm shattered but I'm gonna go to bed early. You've been great today lots of work for deadlines but I'm impressed with how good you are. Just remember to look after yourself and stay present. Also thought about the future, maybe I could work in robotics. I like it and it pays well. Also I think I could walk into a job straight after uni and could travel with it too.Anyway sleep well, talk tomorrow, lots of love, Anna""",  January Dear Anna proud today absolutely smash Keep tomorrow shattered gon na go bed early great today lot work deadline impressed good remember look stay present Also think future maybe could work robotics like pay well Also think could walk job straight uni could travel Anyway sleep well talk tomorrow lot love Anna,0.43000000000000005,Positive,0.9723,Positive,Positive,"[{'label': 'admiration', 'score': 0.5786387920379639}]"
"12 January,""Dear Anna, What is it quiet today? Too much time in your room? It's OK you're a good girl. Don't be scared. Put some raves today. So about supriya T. Didn't do much any work but lots of admin. Remember how your smile lights up a room. Your stories transcribe people. You have lots the same your beautiful curly hair. But baby got. Please. Meditate.. See phoenix. It will be worth it, I promise. You got this.Anna """,  January Dear Anna quiet today much time room OK good girl scar Put raf today supriya much work lot admin Remember smile light room story transcribe people lot beautiful curly hair baby get Please Meditate See phoenix worth promise get Anna,0.3833333333333333,Positive,0.9603,Positive,Positive,"[{'label': 'neutral', 'score': 0.978617787361145}]"
"13 January,""Dear Anna,I finished my leg warmers today. I have kind of got off the bandwagon with any work. I think I need to recentre and refocus so I'm going to go on a walk maybe buy new journal and buy something nice for dinner. Then I'm gonna come home and focus on any work. Gonna sit in the living room because my back hurts from sitting in my bed or on the floor. Anyway love you lots, Stay on the straight and narrow kiddo.Love ya,Anna""",  January Dear Anna finish leg warmer today kind get bandwagon work think need recentre refocus go go walk maybe buy new journal buy something nice dinner gon na come home focus work Gon na sit living room back hurt sit bed floor Anyway love lot Stay straight narrow kiddo Love ya Anna,0.2920454545454546,Positive,0.9509,Positive,Positive,"[{'label': 'love', 'score': 0.9731990694999695}]"
"14 January,""Dear Anna Sorry I'm 49 minutes late. It wasn't that I was so busy today I just thought I had done this. Today I went for a run, cleaned the downstairs, did future and also I went to see Paris and Amy. They came south for me. We booked Amsterdam, I'm so excited. Just a little too poor for it. I have savings but I need to get a new job soon. Anyway… I love you so much, endlessly. His to breaking the chain and looking after our assets.Stay strong kiddo,sweet dreams,Anna""",  January Dear Anna Sorry minute late busy today think do Today go run clean downstairs future also go see Paris Amy come south book Amsterdam excited little poor saving need get new job soon Anyway love much endlessly break chain look asset Stay strong kiddo sweet dream Anna,0.057604895104895096,Positive,0.9558,Positive,Positive,"[{'label': 'caring', 'score': 0.9592052698135376}]"
"15 January,""Dear Anna,I'm only 37 minutes late tonight. So busy at the moment with uni. I'm trying to keep it together, no I am. I do feel overwhelmed today but my self-confidence has improved massively recently and I got angry today in my lectures which was fair and I realised it was the first time in ages I went mad in the moment, an appropriate amount. I feel like meditating is working I'm signing out a lot less, even if it means I feel like I need to spend more time by myself. One final push at uni, is gonna be worth it, I promise. I love you so much. You're smart, ambitious, funny, outgoing, compassionate and becoming more and more yourself. I'm abundantly proud of you.Love, Anna""",  January Dear Anna minute late tonight busy moment uni try keep together feel overwhelmed today self confidence improve massively recently get angry today lecture fair realise first time age go mad moment appropriate amount feel like meditating work sign lot less even mean feel like need spend time One final push uni gon na worth promise love much smart ambitious funny outgo compassionate become abundantly proud Love Anna,0.13667328042328045,Positive,0.9876,Positive,Positive,"[{'label': 'pride', 'score': 0.7826936841011047}]"
"16 January,""Dear Anna, I still haven't cried yet this year, I might watch a sad film to get it over with. I've been on the verge during my meditations. Lily thinks it's a good thing. When I meditate today I pinpointed a pain in my back/shoulders when I was saying ‘may I be safe’. It feels a lot better now actually. I'm off to uni now. Feel good. I'm present. I am loved. I am Anna.Lots of love,Anna""",  January Dear Anna still cry yet year might watch sad film get verge meditation Lily think good thing meditate today pinpoint pain back shoulder say may safe feel lot well actually uni Feel good present love Anna Lots love Anna,0.26666666666666666,Positive,0.9062,Positive,Positive,"[{'label': 'love', 'score': 0.5369402766227722}]"
"17 January,""Dear Anna,Anna, Anna, Anna. To be fair this was always going to happen at some point. I need to be more careful, but that's OK, the antibiotics will come tomorrow. I do need to contact the others I will. I'm scared, but it's the right thing to do. I think it's strange how it's only rectal Because the only person I did anal with was Jacob. I'm gonna have to tell him in person. Fuck. I know I only want to shag people I have the connection to but I don't know why sometimes a night out doesn't feel complete without bringing someone home. It's nothing to be ashamed of I really want to drink the full stop a shot of vodka or something. Want to cry but not about this. Is it disassociating to watch that's sad Lewis Capaldi video so I can cry? It's all going to be OK.I love you, no matter what.Anna 17 January So I broke dry January if I had one glass of wine and I can already feel the depressing elements. I'm looking at old photos. I realised I'm not that person and what a hold the drink and the drugs had on me. I think I like my sober little life. What is the meaning of being present? I disassociated a lot today, which is fair. Today has been quite a lot but I also feel quite present. My mental health is in such a bad place. Before talking to Lily and Sinead You say scattering and today I really leaned on them. I sat in the kitchen alone, it's the little things really.Anna, you got this.I love you endlessly, madly and totally – yours, Anna""",  January Dear Anna Anna Anna Anna fair always go happen point need careful OK antibiotic come tomorrow need contact others scar right thing think strange rectal person anal Jacob gon na tell person Fuck know want shag people connection know sometimes night feel complete without bring someone home nothing ashamed really want drink full stop shot vodka something Want cry disassociate watch sad Lewis Capaldi video cry go OK love matter Anna January break dry January one glass wine already feel depressing element look old photo realise person hold drink drug think like sober little life meaning present disassociate lot today fair Today quite lot also feel quite present mental health bad place talk Lily Sinead say scatter today really lean sit kitchen alone little thing really Anna get love endlessly madly totally Anna,0.07570546737213403,Positive,0.2605,Neutral,Positive,"[{'label': 'love', 'score': 0.6335130333900452}]"
"19 January,""Dear Anna, Yesterday what is the hottest day in awhile and the first in 18 days I had not written to you.  I was so sad, very sad. I spoke to a woman on the phone. She asked me if I was in danger because I ticked the domestic violence box. It was an honest mistake, a slip, it does feel like I'm still in that situation sometimes. I have that battle in my mind. But I'm fighting. Fighting -b command, manoeuvre in battle. In Korean contacts used to express encouragement incitement or support. I fight for the currently, past me, for the girls, the gays ,my friends, family and of course you. I'm realising the fight is over. It ended in 2018. My mind my body still think I'm there, it's the PTSD. I'm learning that the present is here, now. In London, in age, in wisdom. What should me was talking about the threesome in September. The rape. The third time. I couldn’t escape. But I will not let that happen again. Survivor- a person who copes well with difficulties in their life. I am proud, I have overcome every difficulty in my life. With age I'm getting better. I'm not perfect but I'm a survivor. I will keep fighting, it's what I know, it's how I'm trained, I'm strong. We are in control. We are safe. We are learning. I can lose a year of ‘20’s’ I have last years to fit in in that box. I'm about to break free. The revolutions are always hard to digest. Forever yours anna.""",  January Dear Anna Yesterday hot day awhile first day write sad sad speak woman phone ask danger tick domestic violence box honest mistake slip feel like still situation sometimes battle mind fight Fighting b command manoeuvre battle Korean contact use express encouragement incitement support fight currently past girl gay friend family course realise fight end mind body still think PTSD learn present London age wisdom talk threesome September rape third time escape let happen Survivor person cop well difficulty life proud overcome every difficulty life age get good perfect survivor keep fight know trained strong control safe learn lose year last year fit box break free revolution always hard digest Forever anna,0.22149122807017543,Positive,0.4939,Neutral,Negative,"[{'label': 'neutral', 'score': 0.5559062361717224}]"
"21 January,""Dear Anna, I was sick yesterday when I was meant to be doing any work. I let myself go to bed early and ordered takeaway because I was too sick to go to the shops. I look up this morning at 4:00 AM and felt the most awake I felt in a long time. I got up and did some uni work and I thought with my laundry. My laptop then started messing up so I took a break since then I have done 3 meditations and a 20 minute morning yoga. I feel good I can't wait for these deadlines to be over.Lots of love,the crazy one,Anna""",  January Dear Anna sick yesterday mean work let go bed early order takeaway sick go shop look morning felt awake felt long time get uni work think laundry laptop start mess take break since do meditation minute morning yoga feel good wait deadline Lots love crazy one Anna,-0.1406746031746032,Negative,-0.2023,Neutral,Negative,"[{'label': 'love', 'score': 0.9669976830482483}]"
